chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr1,8986996,2,3,1,smallindel,"nonsnp,smallindel",bio10,7.64097750674216,1,0.4727028933438387,7_proximal_intergenic,intergenic,,,,,,False,AT1G25560,3955,Chr1_4793,AT1G25560,True,False,,
Chr1,5131284,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.639064521318893,1,0.2868537902832031,7_proximal_intergenic,intergenic,,,,,,False,AT1G14880,1251,Chr1_2584,AT1G14880,True,False,,
Chr4,9447216,2,1,1,smallindel,"nonsnp,smallindel",bio1,7.637282270632864,1,0.1230142983523282,7_proximal_intergenic,intergenic,,,,,,False,AT4G16780,1897,Chr4_4494,,False,True,740.0,"bio1,bio10,bio11,bio15,bio3,bio5"
Chr1,19301601,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.635904779924907,1,0.0512136600234291,7_proximal_intergenic,intergenic,,,,,,False,AT1G51940,2483,Chr1_8759,,False,True,22.0,bio15
Chr4,6926725,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.6314649543335875,1,0.0867367657748135,7_proximal_intergenic,intergenic,,,,,,False,AT4G11385,362,Chr4_2672,AT4G11385;AT4G11390,True,False,,
Chr2,12412542,1,2,1,smallindel,"nonsnp,smallindel",bio6,7.626203179150848,1,0.1422512422908436,7_proximal_intergenic,intergenic,,,,,,False,AT2G28900,1572,Chr2_4870,AT2G28900,True,False,,
Chr1,25695983,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.623544052070802,1,0.0915393829345703,7_proximal_intergenic,intergenic,,,,,,False,AT1G68490,507,Chr1_13163,AT1G68490,True,False,,
Chr3,9586971,8,1,7,smallindel,"nonsnp,smallindel",bio10,7.591568018513862,1,0.0618712360208684,7_proximal_intergenic,intergenic,,,,,,False,AT3G26190,1862,Chr3_5065,AT3G26190,True,True,1489.0,bio5
Chr1,27667326,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.591110880462911,1,0.1548264460130171,7_proximal_intergenic,intergenic,,,,,,False,AT1G73600,1825,Chr1_14499,,False,False,,
Chr4,7809065,1,7,6,smallindel,"nonsnp,smallindel",bio3,7.583437258991903,1,0.0525397604162042,7_proximal_intergenic,intergenic,,,,,,False,AT4G13440,1150,Chr4_3389,AT4G13440,True,True,840.0,bio3
Chr5,23253207,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.582268151345734,1,0.4539182836359198,7_proximal_intergenic,intergenic,,,,,,False,AT5G57390,251,Chr5_12015,AT5G57340;AT5G57345;AT5G57350;AT5G57360;AT5G57370;AT5G57380;AT5G57390;AT5G57391;AT5G57400;AT5G57410;AT5G57420;AT5G57440;AT5G57450;AT5G57460;AT5G57480;AT5G57490;AT5G57500,True,False,,
Chr2,18091139,2,1,1,smallindel,"nonsnp,smallindel",bio1,7.571910761322311,1,0.4517271735451438,7_proximal_intergenic,intergenic,,,,,,False,AT2G43610,1915,Chr2_7715,AT2G43610;AT2G43620,True,False,,
Chr2,18717262,1,3,2,smallindel,"nonsnp,smallindel",bio1,7.56334870087525,1,0.0603809194131331,7_proximal_intergenic,intergenic,,,,,,False,AT2G45420,1086,Chr2_8044,,False,False,,
Chr2,9202627,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.56093081757501,1,0.0926578695123845,7_proximal_intergenic,intergenic,,,,,,False,AT2G21480,126,Chr2_3061,AT2G21470;AT2G21480,True,False,,
Chr3,21373577,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.560644720192683,1,0.0583307147026062,7_proximal_intergenic,intergenic,,,,,,False,AT3G57670,131,Chr3_9704,AT3G57670,True,True,701.0,bio15
Chr1,13154163,1,905,904,sv,nonsnp,bio17,7.558265484648023,1,0.0991445888172496,7_proximal_intergenic,intergenic,,,,,,False,AT1G35617,215,Chr1_6984,AT1G35617,True,False,,
Chr1,20672413,7,1,6,smallindel,"nonsnp,smallindel",bio15,7.554303490314634,1,0.0825320807370272,7_proximal_intergenic,intergenic,,,,,,False,AT1G55365,1564,Chr1_9472,,False,True,62.0,bio15
Chr1,20672803,1,12,11,smallindel,"nonsnp,smallindel",bio15,7.554303490314634,1,0.0825320807370272,7_proximal_intergenic,intergenic,,,,,,False,AT1G55365,1180,Chr1_9473,AT1G55365,True,True,452.0,bio15
Chr2,624484,1,2,1,smallindel,"nonsnp,smallindel",bio6,7.549509863563395,1,0.1144436489452015,7_proximal_intergenic,intergenic,,,,,,False,AT2G02370,1140,Chr2_425,,False,False,,
Chr3,7631467,12,1,11,smallindel,"nonsnp,smallindel",bio15,7.545999227325404,1,0.057711514559659,7_proximal_intergenic,intergenic,,,,,,False,AT3G21680,2016,Chr3_3721,AT3G21670,True,False,,
Chr1,69785,2,1,1,smallindel,"nonsnp,smallindel",pc1,7.545710084708817,1,0.408192287791859,7_proximal_intergenic,intergenic,,,,,,False,AT1G01150,329,Chr1_27,,False,False,,
Chr1,16186470,341,1,340,sv,"nonsnp,sv",pc1,7.542988795674994,4,0.0544375343756242,7_proximal_intergenic,intergenic,,,,,,False,AT1G43040,1947,Chr1_7293,,False,False,,
Chr5,16652927,1,2,1,smallindel,"nonsnp,smallindel",bio11,7.542612956935695,1,0.1068499088287353,7_proximal_intergenic,intergenic,,,,,,False,AT5G41640,410,Chr5_7426,AT5G41630;AT5G41640,True,False,,
Chr3,11139430,641,1,640,sv,sv,bio1,7.539466738071965,2,0.0562358010898936,7_proximal_intergenic,intergenic,,,,,,False,AT3G29170,1581,Chr3_5969,AT3G29170,True,False,,
Chr2,9717759,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.537702863024938,1,0.2133829376914284,7_proximal_intergenic,intergenic,,,,,,False,AT2G22810,32,Chr2_3312,AT2G22807;AT2G22810,True,False,,
Chr2,14258306,1,4,3,smallindel,"nonsnp,smallindel",bio15,7.537131063570073,1,0.0639647028662941,7_proximal_intergenic,intergenic,,,,,,False,AT2G33710,203,Chr2_5822,AT2G33650;AT2G33655;AT2G33660;AT2G33670;AT2G33680;AT2G33690;AT2G33700;AT2G33705;AT2G33710,True,False,,
Chr5,24443133,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.536743089565122,1,0.0684545148502696,7_proximal_intergenic,intergenic,,,,,,False,AT5G60760,846,Chr5_12684,AT5G60760,True,True,774.0,bio3
Chr3,20758222,1,4,3,smallindel,"nonsnp,smallindel",bio5,7.526312053697753,1,0.0709693486040288,7_proximal_intergenic,intergenic,,,,,,False,AT3G55950,1827,Chr3_9427,,False,False,,
Chr3,4046531,3,1,2,smallindel,"nonsnp,smallindel",bio1,7.523926341236656,2,0.1634214683012529,7_proximal_intergenic,intergenic,,,,,,False,AT3G12730,539,Chr3_1933,AT3G12730,True,False,,
Chr5,8712628,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.523788094670223,1,0.1259563185951926,7_proximal_intergenic,intergenic,,,,,,False,AT5G25200,4138,Chr5_4587,,False,False,,
Chr4,6126611,31,1,30,smallindel,"nonsnp,smallindel",bio15,7.51920084312943,1,0.1031243367628617,7_proximal_intergenic,intergenic,,,,,,False,AT4G09690,491,Chr4_2140,AT4G09680;AT4G09690;AT4G09720,True,False,,
Chr3,9582205,1,16,15,smallindel,smallindel,bio15,7.514149438390214,1,0.06800884550268,7_proximal_intergenic,intergenic,,,,,,False,AT3G26190,1260,Chr3_5063,AT3G26180;AT3G26190,True,True,536.0,"bio1,bio10,bio11,bio15,bio3,bio5"
Chr1,11709429,472,1,471,sv,sv,pc1,7.496540320413546,3,0.0618265975605357,7_proximal_intergenic,intergenic,,,,,,False,AT1G32440,2262,Chr1_6372,AT1G32420;AT1G32430,True,True,874.0,pc1
Chr1,23190578,16,1,15,smallindel,"nonsnp,smallindel",bio1,7.490514824438198,1,0.1222672245719216,7_proximal_intergenic,intergenic,,,,,,False,AT1G62640,1635,Chr1_11184,,False,True,456.0,"bio1,bio10,bio15"
Chr5,21837142,5,1,4,smallindel,"nonsnp,smallindel",bio15,7.475231351673236,1,0.0671378536657853,7_proximal_intergenic,intergenic,,,,,,False,AT5G53780,2672,Chr5_11103,,False,False,,
Chr5,23092309,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.467069300088891,1,0.1026590303941206,7_proximal_intergenic,intergenic,,,,,,False,AT5G57060,321,Chr5_11931,,False,True,481.0,bio15
Chr3,8122469,2,2,0,snp,"nonsnp,smallindel",bio15,7.46519410173624,1,0.1064904169602827,7_proximal_intergenic,intergenic,,,,,,False,AT3G22920,243,Chr3_3996,AT3G22920,True,False,,
Chr1,2236029,10,1,9,smallindel,"nonsnp,smallindel",bio10,7.462063794070805,2,0.3808860778808594,7_proximal_intergenic,intergenic,,,,,,False,AT1G07280,2049,Chr1_1107,,False,False,,
Chr3,6672893,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.460987927602123,1,0.1644792881878939,7_proximal_intergenic,intergenic,,,,,,False,AT3G19270,834,Chr3_3234,AT3G19270,True,False,,
Chr1,17121567,2,2,0,snp,"nonsnp,smallindel",bio15,7.460219817139642,1,0.0599880597808144,7_proximal_intergenic,intergenic,,,,,,False,AT1G45201,2253,Chr1_7590,,False,False,,
Chr3,9968702,2,2,0,snp,"nonsnp,smallindel",bio15,7.45521468920253,1,0.1282853538339788,7_proximal_intergenic,intergenic,,,,,,False,AT3G27025,1002,Chr3_5316,AT3G27020;AT3G27025,True,True,1168.0,bio15
Chr4,7832845,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.45176271506395,1,0.2950152700597589,7_proximal_intergenic,intergenic,,,,,,False,AT4G13480,3830,Chr4_3404,,False,True,151.0,"bio1,bio10"
Chr5,22757963,1,61,60,sv,sv,bio8,7.449211935691522,1,0.2747430584647439,7_proximal_intergenic,intergenic,,,,,,False,AT5G56220,43,Chr5_11696,AT5G56070,True,True,960.0,"bio10,bio8"
Chr3,16083665,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.43408833920455,1,0.1339061910455877,7_proximal_intergenic,intergenic,,,,,,False,AT3G44460,1759,Chr3_6657,,False,False,,
Chr4,12602056,5,1,4,smallindel,"nonsnp,smallindel",bio1,7.427620289025013,1,0.0627085078846324,7_proximal_intergenic,intergenic,,,,,,False,AT4G24320,238,Chr4_6536,,False,False,,
Chr1,26776389,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.427021444308025,1,0.0718127922578291,7_proximal_intergenic,intergenic,,,,,,False,AT1G71002,2664,Chr1_13949,,False,False,,
Chr2,809276,5,1,4,smallindel,"nonsnp,smallindel",bio15,7.423980633372152,1,0.068926838311282,7_proximal_intergenic,intergenic,,,,,,False,AT2G02820,2068,Chr2_552,,False,False,,
Chr2,10050994,2,1,1,smallindel,"nonsnp,smallindel",bio11,7.418967138046565,2,0.2078788497231223,7_proximal_intergenic,intergenic,,,,,,False,AT2G23630,1571,Chr2_3513,AT2G23630,True,False,,
Chr5,21052634,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.414176570179072,1,0.0565481023354963,7_proximal_intergenic,intergenic,,,,,,False,AT5G51800,622,Chr5_10664,AT5G51800;AT5G51810,True,False,,
Chr5,21846668,1,13,12,smallindel,"nonsnp,smallindel",bio15,7.414176570179072,1,0.0565481023354963,7_proximal_intergenic,intergenic,,,,,,False,AT5G53790,1407,Chr5_11105,AT5G53780;AT5G53790;AT5G53800,True,False,,
Chr1,18095777,14,1,13,smallindel,"nonsnp,smallindel",bio15,7.410400812570232,1,0.120700944553722,7_proximal_intergenic,intergenic,,,,,,False,AT1G48912,731,Chr1_8099,AT1G48910;AT1G48912,True,False,,
Chr2,14555951,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.407163971738662,1,0.2255849838256836,7_proximal_intergenic,intergenic,,,,,,False,AT2G34555,1037,Chr2_5934,AT2G34540,True,False,,
Chr2,9157247,2,1,1,smallindel,"nonsnp,smallindel",bio6,7.406430056215909,1,0.0750022367997602,7_proximal_intergenic,intergenic,,,,,,False,AT2G21390,369,Chr2_3036,,False,True,161.0,bio6
Chr5,18606249,3,1,2,smallindel,"nonsnp,smallindel",bio8,7.404708843918701,2,0.1196933442896062,7_proximal_intergenic,intergenic,,,,,,False,AT5G45870,313,Chr5_9168,AT5G45870,True,True,152.0,"bio1,bio10"
Chr2,13246575,1,7,6,smallindel,"nonsnp,smallindel",bio15,7.404707405758035,1,0.06517986275933,7_proximal_intergenic,intergenic,,,,,,False,AT2G31082,4875,Chr2_5358,,False,False,,
Chr1,20910693,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.39899277814622,1,0.2776712287556041,7_proximal_intergenic,intergenic,,,,,,False,AT1G55915,1055,Chr1_9570,,False,False,,
Chr5,21503413,1,5,4,smallindel,"nonsnp,smallindel",bio8,7.391163562098392,1,0.0878136266361583,7_proximal_intergenic,intergenic,,,,,,False,AT5G53020,1012,Chr5_10931,,False,False,,
Chr1,27638747,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.386600314676816,1,0.2297575257041237,7_proximal_intergenic,intergenic,,,,,,False,AT1G73500,344,Chr1_14465,AT1G73490;AT1G73500,True,True,1029.0,bio15
Chr5,7614541,17,1,16,smallindel,"nonsnp,smallindel",bio15,7.38513192610909,1,0.0528312704779885,7_proximal_intergenic,intergenic,,,,,,False,AT5G22800,1516,Chr5_3849,AT5G22794,True,False,,
Chr5,17995977,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.385074842277703,1,0.1427599625153975,7_proximal_intergenic,intergenic,,,,,,False,AT5G44610,1301,Chr5_8675,AT5G44620,True,False,,
Chr2,15513990,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.382754098137413,1,0.1006730253046209,7_proximal_intergenic,intergenic,,,,,,False,AT2G36950,1143,Chr2_6405,AT2G36940,True,False,,
Chr2,2273479,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.366379223666093,1,0.1261583349921486,7_proximal_intergenic,intergenic,,,,,,False,AT2G05920,1250,Chr2_1149,,False,False,,
Chr2,16843690,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.3640014392747855,1,0.0501862114126032,7_proximal_intergenic,intergenic,,,,,,False,AT2G40330,1173,Chr2_7115,,False,False,,
Chr4,9445572,1,2,1,smallindel,"nonsnp,smallindel",bio5,7.361383578454261,1,0.3457104943015359,7_proximal_intergenic,intergenic,,,,,,False,AT4G16780,3542,Chr4_4487,,False,True,3.0,"bio1,bio10,bio11,bio15,bio3,bio5"
Chr3,8925879,1,9,8,smallindel,"nonsnp,smallindel",bio6,7.359689932254533,1,0.3878274830904873,7_proximal_intergenic,intergenic,,,,,,False,AT3G24506,2290,Chr3_4480,AT3G24506,True,False,,
Chr3,11731905,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.356605371716087,1,0.0732832984490828,7_proximal_intergenic,intergenic,,,,,,False,AT3G29810,1666,Chr3_6072,,False,True,1497.0,bio10
Chr2,5931881,2,2,0,snp,"nonsnp,smallindel",bio8,7.352708551036768,1,0.0771894346583973,7_proximal_intergenic,intergenic,,,,,,False,AT2G14095,501,Chr2_1607,AT2G14080;AT2G14095,True,False,,
Chr1,25528737,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.349559028223781,1,0.1058905341408469,7_proximal_intergenic,intergenic,,,,,,False,AT1G68120,1203,Chr1_13047,AT1G68130,True,False,,
Chr1,4457925,1,3,2,smallindel,"nonsnp,smallindel",bio10,7.347705767769033,1,0.0518138354474847,7_proximal_intergenic,intergenic,,,,,,False,AT1G13080,1241,Chr1_2243,,False,True,812.0,"bio1,bio10,bio15"
Chr5,8726556,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.34305430331483,1,0.4359530102122914,7_proximal_intergenic,intergenic,,,,,,False,AT5G25210,785,Chr5_4598,,False,True,4.0,bio15
Chr4,8834135,2,2,0,snp,"nonsnp,smallindel",bio4,7.342674027793708,2,0.0778085047548467,7_proximal_intergenic,intergenic,,,,,,False,AT4G15440,1359,Chr4_4090,AT4G15440,True,False,,
Chr1,20672340,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.33446975050962,1,0.0800456025383689,7_proximal_intergenic,intergenic,,,,,,False,AT1G55365,1641,Chr1_9471,,False,True,11.0,bio15
Chr1,18736148,2,2,0,snp,"nonsnp,smallindel",pc1,7.330622922636819,1,0.1102457805113358,7_proximal_intergenic,intergenic,,,,,,False,AT1G50600,983,Chr1_8437,AT1G50600,True,True,107.0,"bio15,bio17,bio18,pc1"
Chr3,15357464,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.329458600376106,1,0.0658020322973078,7_proximal_intergenic,intergenic,,,,,,False,AT3G43431,1478,Chr3_6410,AT3G43430;AT3G43431,True,False,,
Chr5,10990165,2,1,1,smallindel,"nonsnp,smallindel",bio6,7.301190870563296,1,0.4753561886874112,7_proximal_intergenic,intergenic,,,,,,False,AT5G28950,2339,Chr5_5528,AT5G28950,True,True,30.0,"bio18,bio6,pc1"
Chr4,7409493,1,76,75,sv,"nonsnp,sv",bio15,7.294073498286924,1,0.4480806697498668,7_proximal_intergenic,intergenic,,,,,,False,AT4G12490,128,Chr4_3091,AT4G12480;AT4G12490;AT4G12500,True,True,1134.0,bio15
Chr1,20498867,3,1,2,smallindel,"nonsnp,smallindel",bio3,7.288149034316536,1,0.0905602574348449,7_proximal_intergenic,intergenic,,,,,,False,AT1G54960,1081,Chr1_9413,,False,False,,
Chr4,7413272,2,2,0,snp,smallindel,bio15,7.279837106456602,1,0.2786655859513716,7_proximal_intergenic,intergenic,,,,,,False,AT4G12500,877,Chr4_3091,AT4G12480;AT4G12490;AT4G12500,True,False,,
Chr2,9970384,1,31,30,smallindel,"nonsnp,smallindel",bio15,7.276130635467945,1,0.4287573640996759,7_proximal_intergenic,intergenic,,,,,,False,AT2G23420,1317,Chr2_3461,AT2G23420,True,False,,
Chr5,13741748,2,1,1,smallindel,"nonsnp,smallindel",bio8,7.270162855385867,1,0.0992268865758722,7_proximal_intergenic,intergenic,,,,,,False,AT5G35560,360,Chr5_5914,AT5G35560,True,False,,
Chr3,22122458,6,1,5,smallindel,"nonsnp,smallindel",bio10,7.2665162289529155,1,0.1557344631715254,7_proximal_intergenic,intergenic,,,,,,False,AT3G59884,333,Chr3_10078,AT3G59850;AT3G59870;AT3G59880,True,True,7.0,bio10
Chr5,8182502,2,1,1,smallindel,"nonsnp,smallindel",bio4,7.260005882008417,1,0.0773409171537919,7_proximal_intergenic,intergenic,,,,,,False,AT5G24160,572,Chr5_4236,AT5G24160,True,False,,
Chr3,7943410,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.258971055992299,1,0.0983589129014448,7_proximal_intergenic,intergenic,,,,,,False,AT3G22415,1846,Chr3_3892,,False,False,,
Chr1,18859309,2,2,0,snp,"nonsnp,smallindel",bio15,7.258265202100532,1,0.0623710047114979,7_proximal_intergenic,intergenic,,,,,,False,AT1G50880,1527,Chr1_8496,,False,True,57.0,bio15
Chr3,18975431,6,1,5,smallindel,"nonsnp,smallindel",bio10,7.247852618465989,1,0.1775422529740767,7_proximal_intergenic,intergenic,,,,,,False,AT3G51080,539,Chr3_8458,AT3G51080,True,False,,
Chr5,16412174,2,2,0,snp,"nonsnp,smallindel",bio15,7.234692632033241,1,0.1571930105035955,7_proximal_intergenic,intergenic,,,,,,False,AT5G40950,111,Chr5_7274,AT5G40960,True,False,,
Chr2,16641154,1,4,3,smallindel,"nonsnp,smallindel",bio15,7.225058317822791,1,0.0760865319858897,7_proximal_intergenic,intergenic,,,,,,False,AT2G39865,607,Chr2_6985,AT2G39860;AT2G39865,True,True,445.0,bio15
Chr1,23562178,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.225036626673253,1,0.0650912902571938,7_proximal_intergenic,intergenic,,,,,,False,AT1G63522,27,Chr1_11513,AT1G63520;AT1G63522,True,False,,
Chr1,21230127,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.221978517546435,2,0.4961476325988769,7_proximal_intergenic,intergenic,,,,,,False,AT1G56630,3184,Chr1_9748,,False,False,,
Chr5,3030534,1,3,2,smallindel,"nonsnp,smallindel",bio1,7.209195596119198,1,0.0537666678428649,7_proximal_intergenic,intergenic,,,,,,False,AT5G09755,283,Chr5_1598,AT5G09755,True,False,,
Chr5,6121098,2,2,0,snp,"nonsnp,smallindel",bio15,7.20765050012328,1,0.2681114023382013,7_proximal_intergenic,intergenic,,,,,,False,AT5G18460,1768,Chr5_3035,AT5G18430;AT5G18440;AT5G18450;AT5G18460;AT5G18470;AT5G18475,True,False,,
Chr1,5873816,2,2,0,snp,"nonsnp,smallindel",bio15,7.200653823284243,1,0.0945946953513405,7_proximal_intergenic,intergenic,,,,,,False,AT1G17180,730,Chr1_3001,AT1G17180,True,True,1865.0,bio15
Chr1,21967048,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.196875093559092,1,0.1098309863697398,7_proximal_intergenic,intergenic,,,,,,False,AT1G59740,1021,Chr1_10212,,False,False,,
Chr5,15073259,3,3,0,snp,"nonsnp,smallindel",bio15,7.190702411149275,1,0.0575553829019719,7_proximal_intergenic,intergenic,,,,,,False,AT5G37870,503,Chr5_6465,AT5G37860;AT5G37870,True,False,,
Chr2,19100726,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.18319930163534,1,0.3062165650454434,7_proximal_intergenic,intergenic,,,,,,False,AT2G46520,454,Chr2_8262,AT2G46520,True,False,,
Chr3,8482636,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.178185310678021,1,0.0511220476844094,7_proximal_intergenic,intergenic,,,,,,False,AT3G23620,479,Chr3_4258,,False,False,,
Chr1,24012964,6,1,5,smallindel,"nonsnp,smallindel",bio15,7.178166882312608,1,0.0955924879420887,7_proximal_intergenic,intergenic,,,,,,False,AT1G64625,3674,Chr1_11924,,False,False,,
Chr3,11905197,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.171778058903992,1,0.0798053362152793,7_proximal_intergenic,intergenic,,,,,,False,AT3G30260,3922,Chr3_6128,,False,False,,
Chr5,26614551,1,3,2,smallindel,"nonsnp,smallindel",bio1,7.170524655815211,1,0.3270590738816695,7_proximal_intergenic,intergenic,,,,,,False,AT5G66675,532,Chr5_13842,AT5G66670,True,False,,
Chr1,549278,3,3,0,snp,"nonsnp,smallindel",bio8,7.1672701676629735,1,0.201166109605269,7_proximal_intergenic,intergenic,,,,,,False,AT1G02580,76,Chr1_330,AT1G02580,True,True,549.0,bio8
Chr1,25609264,2,2,0,snp,"nonsnp,smallindel",bio15,7.165715295840395,1,0.0542275309562683,7_proximal_intergenic,intergenic,,,,,,False,AT1G68330,1658,Chr1_13103,AT1G68330;AT1G68340,True,False,,
Chr1,6876961,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.165715295840395,1,0.0542275309562683,7_proximal_intergenic,intergenic,,,,,,False,AT1G19840,3706,Chr1_3514,,False,True,266.0,bio15
Chr3,11139996,1,2,1,smallindel,smallindel,bio8,7.161479253469236,1,0.2335409684614701,7_proximal_intergenic,intergenic,,,,,,False,AT3G29170,2147,Chr3_5969,AT3G29170,True,False,,
Chr5,22120388,2,2,0,snp,"nonsnp,smallindel",pc1,7.160613628259598,1,0.1149828759106722,7_proximal_intergenic,intergenic,,,,,,False,AT5G54480,222,Chr5_11347,AT5G54480,True,False,,
Chr5,5653417,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.158787385540424,1,0.0716027888384732,7_proximal_intergenic,intergenic,,,,,,False,AT5G17200,107,Chr5_2735,AT5G17190;AT5G17200,True,False,,
Chr1,7470946,1,2,1,smallindel,nonsnp,bio10,7.153096540810144,1,0.2166570316661488,7_proximal_intergenic,intergenic,,,,,,False,AT1G21327,1001,Chr1_3840,AT1G21320;AT1G21323;AT1G21326,True,True,834.0,bio15
Chr3,22911088,1,2,1,smallindel,smallindel,bio6,7.150354572324659,1,0.1035240455107255,7_proximal_intergenic,intergenic,,,,,,False,AT3G61890,3066,Chr3_10424,,False,False,,
Chr2,2185889,2,2,0,snp,smallindel,bio7,7.148117980591238,1,0.0745967626571655,7_proximal_intergenic,intergenic,,,,,,False,AT2G05765,1244,Chr2_1116,,False,False,,
Chr5,22155088,3,1,2,smallindel,smallindel,bio15,7.14802710941575,1,0.4602190797979181,7_proximal_intergenic,intergenic,,,,,,False,AT5G54531,194,Chr5_11368,AT5G54530;AT5G54531,True,False,,
Chr1,3556638,2,1,1,smallindel,smallindel,bio15,7.145951513731794,1,0.0505793744867498,7_proximal_intergenic,intergenic,,,,,,False,AT1G10700,135,Chr1_1657,AT1G10700;AT1G10710,True,False,,
Chr3,16050773,1,351,350,sv,sv,bio4,6.884246225239697,1,0.0609535574913024,7_proximal_intergenic,intergenic,,,,,,False,AT3G44400,1072,Chr3_6648,AT3G44400;AT3G44428;AT3G44430;AT3G44440;AT3G44444,True,False,,
Chr5,20989988,1,242,241,sv,sv,bio15,6.748435652612977,2,0.0515172644094987,7_proximal_intergenic,intergenic,,,,,,False,AT5G51660,561,Chr5_10621,,False,False,,
Chr1,16443578,1,154,153,sv,sv,bio10,6.649353134320611,1,0.0540730302984064,7_proximal_intergenic,intergenic,,,,,,False,AT1G43650,107,Chr1_7339,AT1G43415;AT1G43560;AT1G43580;AT1G43600;AT1G43610;AT1G43620;AT1G43624;AT1G43630;AT1G43640;AT1G43650;AT1G43665,True,False,,
Chr3,11300856,1,215,214,sv,sv,bio1,6.575829986859104,2,0.0520989082076332,7_proximal_intergenic,intergenic,,,,,,False,AT3G29400,1236,Chr3_6028,AT3G29410,True,False,,
Chr1,29065743,1,86,85,sv,sv,bio1,6.575558409304937,2,0.0582440332932905,7_proximal_intergenic,intergenic,,,,,,False,AT1G77330,1206,Chr1_15199,AT1G77330,True,False,,
